%Flight Orig Dest DepTime ArrTime PrevFlight
1 FRA BCN 10:30 13:10 0
2 CPH ZRH 14:01 18:11 0
3 FRA IST 18:57 22:20 0
5 BCN CPH 06:30 08:14 0
6 ORY VIE 09:55 14:30 0
7 LHR CPH 15:43 19:28 0
8 ORY MUC 21:34 01:19+1 0
9 DUB IST 11:45 15:39 0
10 VIE DUB 16:59 18:18 0
11 FRA MUC 18:29 22:34 0
12 LHR MAD 00:18+1 02:45+1 0
13 FRA ZRH 09:00 12:50 0
14 IST BCN 15:42 20:23 0
15 CDG DUB 21:50 23:40 0
16 MUC FRA 08:30 09:49 0
17 LHR CPH 10:22 13:40 0
18 ORY TXL 15:26 18:06 0
19 IST FRA 20:17 21:32 0
20 BRU LHR 12:15 14:39 0
21 IST LHR 15:14 19:13 0
22 MAD BRU 21:08 01:28+1 0
23 BRU ORY 12:45 16:44 0
24 IST DUB 19:03 23:07 0
25 ORY MUC 00:14+1 03:02+1 0
29 CPH MUC 12:00 13:39 0
30 ZRH ORY 16:24 18:15 0
31 TXL AMS 20:47 21:55 0
32 IST TXL 23:00 00:41+1 0
33 DUB BCN 06:00 09:25 0
34 LHR DUB 11:56 16:50 0
35 MAD VIE 16:55 19:08 0
36 CPH ORY 20:36 21:52 0
#
