%Flight Orig Dest DepTime ArrTime PrevFlight
1 ORY BRU 09:30 11:31 0
2 AMS MAD 13:40 18:24 0
3 BCN MUC 20:30 01:06+1 0
4 CPH LHR 09:00 10:42 0
5 CDG BCN 10:58 14:53 0
6 TXL MAD 17:47 19:54 0
7 AMS BRU 20:42 22:12 0
8 TXL ORY 08:15 09:16 0
9 BCN VIE 11:10 14:54 0
10 MAD CDG 16:39 18:53 0
11 ZRH ORY 19:51 00:33+1 0
12 BCN VIE 07:45 09:54 0
13 MAD MUC 11:29 13:01 0
14 VIE TXL 16:00 18:20 0
15 BCN IST 19:50 00:22+1 0
16 AMS LHR 09:30 12:10 0
17 VIE AMS 12:15 16:24 0
18 MUC DUB 17:06 21:46 0
20 ORY DUB 11:30 15:58 0
21 CDG TXL 16:20 19:23 0
22 MAD BCN 20:28 23:09 0
23 MUC VIE 11:45 14:41 0
24 LHR ORY 15:54 20:18 0
25 ORY LHR 21:04 22:48 0
26 CDG DUB 09:45 11:04 0
27 BRU ORY 12:03 15:31 0
28 DUB AMS 17:53 21:34 0
#
