%Flight Orig Dest DepTime ArrTime PrevFlight
4 AMS DUB 07:15 09:59 0
5 ZRH BCN 10:15 15:04 0
6 IST BCN 15:37 17:25 0
7 FRA ORY 18:48 21:53 0
9 BCN LHR 11:15 15:44 0
10 VIE MAD 18:18 20:59 0
11 IST DUB 22:07 01:31+1 0
12 CDG BRU 09:30 13:54 0
13 CPH MUC 16:30 18:14 0
14 BRU TXL 18:25 21:57 0
15 BRU CPH 22:07 00:48+1 0
16 ORY BCN 07:15 10:24 0
17 TXL BCN 11:42 12:44 0
18 LHR CDG 15:32 20:00 0
19 CDG AMS 20:27 00:18+1 0
20 LHR BCN 08:45 11:02 0
21 MAD ORY 11:19 14:19 0
22 AMS BRU 16:15 17:51 0
23 MUC IST 18:53 20:12 0
24 FRA MAD 09:00 12:07 0
25 BRU FRA 14:24 19:23 0
26 VIE DUB 19:30 00:23+1 0
27 LHR ORY 11:00 12:39 0
28 BRU CDG 14:56 17:58 0
29 MUC CPH 18:24 20:52 0
30 IST ORY 22:02 23:20 0
31 AMS CPH 07:30 11:48 0
32 DUB BRU 12:25 16:10 0
33 TXL MAD 17:03 19:16 0
34 BRU MUC 21:43 22:53 0
#
