%Flight Orig Dest DepTime ArrTime PrevFlight
2 AMS BCN 07:30 09:03 0
3 VIE BCN 11:26 13:04 0
4 TXL ZRH 14:37 16:08 0
5 IST TXL 17:41 22:17 0
6 AMS BCN 08:30 10:19 0
7 IST MUC 11:45 12:58 0
8 CPH TXL 14:44 18:54 0
9 VIE AMS 20:17 21:54 0
11 ZRH BRU 08:30 13:08 0
12 FRA TXL 14:08 18:34 0
13 TXL CPH 20:43 23:20 0
17 LHR IST 10:30 12:09 0
18 BCN TXL 12:54 13:55 0
19 ORY CPH 14:34 15:36 0
20 IST MUC 16:32 20:33 0
21 MAD VIE 08:00 12:02 0
22 ZRH BCN 14:49 15:57 0
23 MUC AMS 17:48 20:30 0
24 TXL DUB 22:49 01:04+1 0
25 ZRH CDG 08:15 11:02 0
26 ZRH DUB 12:08 13:27 0
27 CDG TXL 15:23 17:34 0
28 VIE DUB 19:39 23:03 0
29 VIE BRU 07:15 10:41 0
30 IST ORY 12:52 15:19 0
31 MUC VIE 16:27 20:45 0
32 ORY BRU 21:50 23:55 0
#
