%Flight Orig Dest DepTime ArrTime PrevFlight
1 MAD ORY 08:45 10:57 0
2 AMS CDG 12:58 14:00 0
3 DUB TXL 14:56 17:11 0
4 BRU VIE 17:17 19:09 0
5 MAD AMS 20:54 00:01+1 0
6 BCN AMS 07:00 09:19 0
7 IST CPH 11:14 15:26 0
8 VIE FRA 17:24 20:39 0
9 CPH ZRH 11:15 14:03 0
10 BRU MUC 16:21 19:18 0
11 BRU DUB 20:37 00:49+1 0
12 CDG BRU 11:45 14:44 0
13 TXL MUC 15:02 18:31 0
14 CPH IST 20:12 23:02 0
15 IST BRU 09:30 14:21 0
16 CDG BCN 16:54 19:06 0
17 FRA IST 20:39 01:20+1 0
20 BCN TXL 12:30 16:39 0
21 ZRH MUC 16:56 19:08 0
22 CPH TXL 20:12 00:25+1 0
23 VIE MUC 09:45 13:52 0
24 BCN LHR 15:04 16:50 0
25 ZRH MUC 18:13 22:15 0
26 VIE BRU 10:45 13:37 0
27 ZRH VIE 14:58 19:18 0
28 ORY AMS 19:24 21:17 0
#
