%Flight Orig Dest DepTime ArrTime PrevFlight
4 IST BCN 08:30 09:43 0
5 VIE LHR 12:00 13:29 0
6 VIE CPH 14:21 16:37 0
7 ORY TXL 17:04 19:56 0
9 CPH BCN 06:15 11:07 0
10 ORY LHR 14:00 18:57 0
11 MAD IST 21:28 22:39 0
12 FRA ORY 07:15 08:24 0
13 CDG CPH 08:35 12:48 0
14 AMS CPH 14:45 19:32 0
15 MAD CDG 21:12 01:05+1 0
16 ORY CDG 07:00 10:14 0
17 CPH ORY 12:41 14:40 0
18 ORY MAD 15:31 17:15 0
19 AMS DUB 18:18 22:39 0
20 DUB BRU 08:30 10:51 0
21 TXL ORY 13:33 16:35 0
22 MUC FRA 19:04 21:57 0
23 LHR AMS 09:15 11:34 0
24 ZRH DUB 12:12 16:05 0
25 DUB MUC 18:21 21:13 0
26 VIE ORY 07:15 08:50 0
27 IST VIE 10:32 12:50 0
28 BRU MUC 14:44 18:34 0
29 IST BRU 20:53 00:43+1 0
#
