%Flight Orig Dest DepTime ArrTime PrevFlight
1 IST DUB 06:15 10:55 0
2 LHR MAD 11:15 15:09 0
3 AMS CPH 16:59 21:51 0
4 FRA TXL 23:36 04:03+1 0
5 VIE TXL 07:45 12:20 0
6 DUB AMS 13:49 14:58 0
7 VIE BRU 16:42 20:45 0
8 BCN BRU 21:03 00:33+1 0
9 BCN BRU 09:15 10:25 0
10 IST LHR 11:09 13:13 0
11 TXL VIE 14:58 16:21 0
12 FRA IST 16:37 21:03 0
13 MAD MUC 22:57 23:57 0
14 LHR DUB 08:00 09:00 0
15 BRU IST 10:08 11:53 0
16 IST TXL 12:03 15:27 0
17 IST ORY 18:10 22:24 0
18 MUC CPH 23:26 04:13+1 0
19 CPH TXL 12:45 14:20 0
20 MUC BRU 15:11 16:25 0
21 TXL IST 16:32 21:16 0
22 BRU VIE 21:26 02:06+1 0
27 MAD LHR 07:15 11:29 0
28 AMS MAD 12:05 13:37 0
29 AMS ZRH 16:17 20:23 0
30 LHR MAD 23:18 04:16+1 0
31 IST CPH 09:30 11:49 0
32 ORY LHR 12:23 15:20 0
33 BCN ZRH 17:20 20:11 0
34 ORY ZRH 20:18 23:42 0
35 BCN DUB 11:15 14:10 0
36 TXL VIE 15:01 18:57 0
37 ZRH MUC 19:31 23:01 0
38 CPH AMS 23:36 04:03+1 0
39 BRU ORY 09:15 13:17 0
40 AMS CDG 13:34 16:18 0
#
