%Flight Orig Dest DepTime ArrTime PrevFlight
1 CDG DUB 07:15 11:42 0
2 CDG FRA 12:15 16:00 0
3 BCN MUC 17:27 21:05 0
4 BCN IST 12:00 15:58 0
5 IST ORY 16:46 20:53 0
7 FRA ORY 08:00 09:25 0
8 CDG AMS 11:05 15:32 0
9 TXL ZRH 17:38 20:09 0
10 IST ZRH 20:20 21:30 0
14 IST MUC 11:15 15:49 0
15 IST CPH 17:34 21:06 0
16 TXL LHR 07:45 10:13 0
17 ORY CDG 11:30 16:28 0
18 MUC LHR 17:35 18:56 0
19 MUC CPH 20:10 22:52 0
20 BCN MUC 10:30 12:37 0
21 CDG VIE 13:48 18:29 0
22 BRU TXL 19:20 21:11 0
23 CPH ORY 12:00 15:37 0
24 ZRH ORY 17:55 21:44 0
#
