model_name,sequence_type,actions,reward
../trained_models/dqn_10000d_10u-1.zip,worst action sequence,"[array(0), array(0), array(0)]",-10010
../trained_models/dqn_10000d_10u-1.zip,best action sequence,"[array(1), array(4), array(3)]",3000
../trained_models/dqn_10000d_10u-2.zip,worst action sequence,"[array(0), array(0), array(0)]",-10010
../trained_models/dqn_10000d_10u-2.zip,best action sequence,"[array(1), array(4), array(6)]",3000
../trained_models/dqn_10000d_10u-3.zip,worst action sequence,"[array(0), array(0), array(0)]",-10010
../trained_models/dqn_10000d_10u-3.zip,best action sequence,"[array(1), array(4), array(3)]",3000
../trained_models/dqn_10000d_10u-4.zip,worst action sequence,"[array(0), array(0), array(0)]",-10010
../trained_models/dqn_10000d_10u-4.zip,best action sequence,"[array(1), array(4), array(6)]",3000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,[array(4)],916.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(1), array(5)]",1966.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(0), array(0), array(1)]",-9010
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(0), array(1), array(2)]",1955.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(0), array(1), array(4)]",-8005
../trained_models/dqn_100d_10u-3.zip,best action sequence,[array(6)],1000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(1), array(4), array(1)]",-7000
../trained_models/dqn_100d_10u-1.zip,best action sequence,[array(6)],1000
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(0), array(4)]",911.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(1), array(0), array(2)]",1955.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(0), array(1), array(0)]",-9005
../trained_models/dqn_100d_10u-3.zip,best action sequence,[array(3)],1000
