%Flight Orig Dest DepTime ArrTime PrevFlight
2 BRU CDG 08:15 12:01 0
3 VIE ORY 14:13 15:35 0
4 VIE IST 16:59 20:05 0
5 AMS MUC 22:54 03:16+1 0
6 DUB ORY 09:15 12:36 0
7 AMS MAD 14:16 19:02 0
8 MUC VIE 19:30 00:01+1 0
9 LHR BRU 08:45 11:12 0
10 BRU AMS 12:05 13:30 0
11 IST LHR 14:52 15:54 0
12 BRU ORY 17:37 19:04 0
13 CDG ORY 20:14 23:39 0
17 MAD BCN 12:15 14:40 0
18 FRA ZRH 15:50 18:48 0
19 DUB FRA 19:29 23:33 0
20 ORY DUB 07:15 11:38 0
21 FRA MUC 12:47 14:08 0
22 FRA ZRH 17:06 20:50 0
23 ZRH IST 23:39 01:54+1 0
#
