%Flight Orig Dest DepTime ArrTime PrevFlight
1 MUC BRU 12:45 14:12 0
2 MUC CPH 15:17 20:11 0
3 CPH ZRH 21:06 22:35 0
4 VIE BRU 07:15 08:17 0
5 DUB ORY 09:02 13:27 0
6 TXL LHR 16:17 20:42 0
7 LHR FRA 08:15 10:00 0
8 MUC AMS 11:45 13:50 0
9 BRU FRA 15:03 16:27 0
10 AMS BCN 19:19 20:20 0
11 ZRH MAD 21:16 22:52 0
12 IST AMS 07:15 09:56 0
13 VIE CPH 11:38 14:30 0
14 TXL ORY 16:56 21:40 0
15 DUB BCN 09:00 13:05 0
16 MUC MAD 13:23 14:38 0
17 DUB ZRH 16:28 20:57 0
21 IST DUB 12:45 16:51 0
22 ZRH BCN 17:18 19:27 0
24 TXL ZRH 11:00 14:32 0
25 ZRH DUB 17:00 18:46 0
26 ZRH LHR 20:14 21:22 0
27 DUB LHR 11:30 15:21 0
28 LHR MUC 17:44 20:10 0
29 CPH MUC 20:20 00:52+1 0
30 CPH AMS 08:00 10:53 0
31 MUC BRU 13:09 17:14 0
32 CPH TXL 17:39 20:57 0
#
