%Flight Orig Dest DepTime ArrTime PrevFlight
1 MAD AMS 12:30 15:21 0
2 ZRH MAD 15:51 17:07 0
3 ORY IST 17:33 19:02 0
4 BRU VIE 20:47 00:35+1 0
5 TXL CDG 06:30 10:59 0
6 ZRH ORY 11:27 13:05 0
7 CPH IST 14:57 19:00 0
8 ORY CDG 21:18 23:49 0
9 ZRH MAD 12:15 17:13 0
10 MUC CPH 17:26 21:28 0
11 ORY AMS 23:11 01:14+1 0
12 MAD ZRH 12:45 15:19 0
13 DUB TXL 17:43 21:37 0
14 CPH MUC 00:05+1 05:00+1 0
15 CDG BCN 08:45 10:03 0
16 LHR VIE 10:26 12:40 0
17 MUC ORY 13:06 16:46 0
18 ZRH BRU 17:58 21:35 0
19 BCN TXL 06:15 09:47 0
20 BRU DUB 12:42 15:50 0
21 DUB BRU 17:28 20:33 0
22 ZRH VIE 21:59 02:36+1 0
27 MAD DUB 06:30 08:35 0
28 VIE BRU 09:43 13:57 0
29 MUC VIE 14:42 17:09 0
30 AMS ZRH 19:13 22:20 0
31 LHR AMS 12:45 13:46 0
32 TXL MAD 15:38 17:12 0
33 DUB FRA 18:06 22:30 0
34 BRU ORY 23:26 01:38+1 0
35 DUB ORY 08:45 11:21 0
36 DUB BRU 13:53 16:20 0
37 VIE BRU 17:22 20:23 0
38 FRA CPH 20:43 00:43+1 0
#
