%Flight Orig Dest DepTime ArrTime PrevFlight
1 CDG MUC 08:15 13:04 0
2 BCN MAD 15:30 19:07 0
3 BRU VIE 19:24 22:57 0
5 DUB BRU 11:30 15:02 0
6 DUB BRU 16:38 19:12 0
7 BCN CPH 20:01 00:06+1 0
8 CPH BRU 12:00 16:19 0
9 CPH FRA 18:18 22:49 0
10 BRU MUC 22:54 03:38+1 0
11 IST VIE 08:00 09:58 0
12 IST AMS 12:16 16:03 0
13 CDG MAD 18:27 22:58 0
15 AMS MAD 07:00 11:48 0
16 MAD IST 13:05 17:16 0
17 TXL ZRH 17:16 18:24 0
18 BRU BCN 18:57 21:17 0
19 MUC ZRH 07:15 08:25 0
20 CPH ORY 11:10 12:18 0
21 CDG FRA 13:47 18:18 0
22 DUB MAD 19:16 22:33 0
28 ORY MAD 06:15 08:54 0
29 BCN VIE 11:53 14:19 0
30 DUB LHR 16:28 18:12 0
31 BCN FRA 20:34 01:32+1 0
#
