%Flight Orig Dest DepTime ArrTime PrevFlight
1 FRA MAD 12:00 13:38 0
2 MUC CDG 14:51 16:36 0
3 IST MUC 18:40 23:28 0
4 CDG MUC 12:00 14:29 0
5 VIE ORY 16:38 17:39 0
6 IST CPH 18:08 22:26 0
9 ORY BRU 09:15 14:13 0
10 CPH CDG 15:43 20:41 0
11 DUB MAD 22:20 00:04+1 0
12 FRA ZRH 11:15 12:51 0
13 CDG LHR 15:37 19:38 0
14 ZRH BCN 21:17 23:34 0
15 LHR ORY 09:15 13:18 0
16 CPH LHR 14:45 17:52 0
17 DUB TXL 18:45 19:53 0
18 TXL MAD 22:50 01:24+1 0
23 MAD FRA 07:15 09:10 0
24 DUB CDG 10:10 14:15 0
25 ORY LHR 16:29 20:27 0
26 BRU ORY 21:06 23:20 0
27 FRA TXL 12:00 14:31 0
28 DUB BCN 14:45 15:51 0
29 DUB ZRH 16:23 20:19 0
30 FRA LHR 21:44 02:11+1 0
31 LHR TXL 12:15 15:16 0
32 ZRH TXL 17:25 22:23 0
#
