%Flight Orig Dest DepTime ArrTime PrevFlight
1 AMS TXL 12:45 14:12 0
2 AMS FRA 16:45 17:58 0
3 DUB FRA 20:29 22:17 0
4 FRA ORY 12:15 13:27 0
5 TXL IST 15:26 20:15 0
6 TXL CDG 22:12 01:43+1 0
9 LHR ZRH 10:45 14:01 0
10 FRA LHR 16:07 17:15 0
11 CPH ORY 20:08 21:16 0
12 VIE LHR 22:02 23:28 0
13 LHR DUB 09:45 13:38 0
14 MUC BRU 15:25 19:22 0
15 IST CDG 19:24 22:25 0
16 AMS CDG 09:00 10:57 0
17 BRU FRA 13:28 17:42 0
18 CDG ORY 20:29 00:32+1 0
19 IST BCN 07:00 09:01 0
20 IST ORY 09:22 11:45 0
21 BRU MAD 13:02 14:10 0
22 ORY FRA 14:12 17:49 0
#
