%Flight Orig Dest DepTime ArrTime PrevFlight
1 VIE TXL 09:45 13:25 0
2 ZRH LHR 15:06 17:15 0
3 VIE BCN 18:36 21:17 0
4 MUC IST 22:14 02:43+1 0
5 FRA AMS 12:45 15:45 0
6 FRA TXL 16:35 20:20 0
7 VIE AMS 20:20 00:03+1 0
8 VIE IST 11:45 13:54 0
9 ORY BRU 15:04 16:18 0
10 MUC LHR 17:58 19:51 0
11 MUC AMS 20:52 23:45 0
12 BCN BRU 08:00 10:47 0
13 CPH BRU 13:40 16:44 0
14 FRA MAD 18:53 20:46 0
15 ORY CDG 23:43 03:05+1 0
16 ZRH VIE 12:45 16:06 0
17 FRA BRU 16:21 20:13 0
18 IST TXL 22:41 02:01+1 0
19 IST BCN 09:45 10:57 0
20 AMS CDG 11:23 16:16 0
21 ORY FRA 17:18 19:29 0
22 MAD BRU 19:52 20:54 0
23 BCN VIE 23:19 00:42+1 0
#
