%Flight Orig Dest DepTime ArrTime PrevFlight
1 MAD IST 10:00 12:31 0
2 AMS IST 13:44 17:20 0
3 LHR CPH 20:15 22:14 0
4 DUB AMS 22:17 01:11+1 0
5 ORY MUC 12:45 15:58 0
6 TXL ZRH 16:23 21:19 0
7 MUC CDG 21:39 00:39+1 0
8 BRU TXL 07:30 10:11 0
9 IST MUC 12:50 15:47 0
10 TXL CPH 16:30 21:14 0
11 ZRH CDG 22:22 01:06+1 0
12 LHR FRA 07:15 09:55 0
13 AMS ZRH 11:23 14:41 0
14 LHR AMS 16:33 18:03 0
15 MUC ZRH 20:07 00:11+1 0
16 BCN MAD 07:00 09:41 0
17 AMS BCN 10:28 12:44 0
18 MUC MAD 15:41 20:22 0
19 LHR FRA 22:41 23:42 0
20 IST FRA 12:30 14:53 0
21 MUC IST 16:20 19:39 0
22 ORY TXL 21:44 00:48+1 0
23 CDG MUC 10:00 12:21 0
24 BCN FRA 13:23 15:07 0
25 DUB ZRH 17:08 20:48 0
26 IST DUB 21:21 22:51 0
30 CPH ORY 12:00 14:49 0
31 IST CPH 15:41 17:20 0
32 LHR BCN 19:00 20:56 0
#
