%Flight Orig Dest DepTime ArrTime PrevFlight
1 TXL FRA 10:30 13:10 0
2 LHR MAD 14:04 18:44 0
3 TXL BRU 19:29 22:09 0
4 LHR CPH 10:15 12:06 0
5 ORY DUB 13:24 14:47 0
6 CDG ZRH 15:04 17:03 0
7 ZRH CPH 17:39 20:00 0
9 VIE MUC 11:30 13:09 0
10 ZRH AMS 14:50 17:43 0
11 VIE TXL 18:18 22:17 0
15 TXL CDG 10:30 15:12 0
16 DUB AMS 15:39 19:05 0
17 CDG AMS 20:50 23:53 0
18 LHR IST 08:45 13:37 0
19 MUC BRU 15:19 17:15 0
20 CPH LHR 18:49 23:40 0
21 ZRH TXL 06:30 10:25 0
22 IST DUB 11:06 12:21 0
23 ORY MUC 12:41 17:08 0
24 AMS LHR 18:52 22:04 0
25 BCN CDG 07:45 12:42 0
26 MAD FRA 15:18 20:12 0
27 TXL VIE 21:02 00:44+1 0
28 CDG BRU 06:30 09:21 0
29 MAD IST 09:58 12:36 0
30 CDG VIE 15:18 17:22 0
31 ZRH AMS 18:52 22:25 0
32 ZRH LHR 08:15 13:10 0
33 BRU TXL 13:34 18:11 0
34 IST BCN 18:11 20:22 0
35 LHR CPH 21:10 22:13 0
#
