model_name,sequence_type,actions,reward
../trained_models/dqn_3000d_10u-15.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([4]), array([0]), array([0]), array([0]), array([0]), array([2]), array([0])]",-20445.0
../trained_models/dqn_3000d_10u-15.zip,best action sequence,"[array([5]), array([6]), array([1]), array([2])]",3000.0
../trained_models/dqn_25000d_10u-1.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0])]",-30050.0
../trained_models/dqn_25000d_10u-1.zip,best action sequence,"[array([3]), array([6]), array([6]), array([4])]",3000.0
../trained_models/dqn_2500d_10u-1.zip,worst action sequence,"[array([0]), array([2]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([5]), array([0])]",-8913.0
../trained_models/dqn_2500d_10u-1.zip,best action sequence,"[array([6]), array([6]), array([6]), array([0])]",3000.0
../trained_models/dqn_2500d_10u-2.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([3]), array([3]), array([1])]",-8498.0
../trained_models/dqn_2500d_10u-2.zip,best action sequence,"[array([3]), array([6]), array([1]), array([6])]",3000.0
../trained_models/dqn_2500d_10u-3.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0])]",-30050.0
../trained_models/dqn_2500d_10u-3.zip,best action sequence,"[array([3]), array([6]), array([6]), array([0])]",3000.0
