%Flight Orig Dest DepTime ArrTime PrevFlight
1 FRA BRU 10:30 15:13 0
2 VIE CDG 18:04 19:40 0
3 CPH ZRH 19:44 21:17 0
4 CPH ORY 22:09 23:54 0
5 MUC CPH 11:45 16:12 0
6 DUB TXL 19:02 21:23 0
12 ZRH TXL 06:45 10:37 0
13 DUB AMS 12:19 14:31 0
14 ORY MAD 15:40 17:02 0
15 AMS BCN 17:17 19:27 0
16 CDG FRA 21:55 00:10+1 0
17 BCN IST 11:15 14:45 0
18 MUC ZRH 15:51 16:55 0
19 AMS VIE 17:02 18:12 0
20 ZRH LHR 19:10 00:09+1 0
21 TXL IST 11:45 15:23 0
22 CDG ZRH 18:17 21:47 0
23 CDG BCN 23:10 00:39+1 0
24 MAD AMS 07:15 08:49 0
25 BRU AMS 10:43 12:37 0
26 IST VIE 14:08 18:01 0
27 FRA ORY 19:12 21:56 0
#
