model_name,sequence_type,actions,reward
../trained_models/dqn_3000d_10u-15.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([4]), array([2]), array([10]), array([4])]",-8834.0
../trained_models/dqn_3000d_10u-15.zip,best action sequence,"[array([5]), array([5]), array([5]), array([10])]",3000.0
../trained_models/dqn_25000d_10u-1.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0])]",-30060.0
../trained_models/dqn_25000d_10u-1.zip,best action sequence,"[array([5]), array([5]), array([5]), array([5])]",3000.0
../trained_models/dqn_2500d_10u-1.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([9]), array([0]), array([0]), array([8]), array([4])]",-8295.0
../trained_models/dqn_2500d_10u-1.zip,best action sequence,"[array([5]), array([5]), array([5]), array([5])]",3000.0
../trained_models/dqn_2500d_10u-2.zip,worst action sequence,"[array([0]), array([0]), array([8]), array([0]), array([0]), array([0]), array([0]), array([0]), array([0]), array([6]), array([0]), array([0]), array([0]), array([0])]",-8497.0
../trained_models/dqn_2500d_10u-2.zip,best action sequence,"[array([5]), array([5]), array([5]), array([10])]",3000.0
../trained_models/dqn_2500d_10u-3.zip,worst action sequence,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([8]), array([6]), array([6])]",-8274.0
../trained_models/dqn_2500d_10u-3.zip,best action sequence,"[array([5]), array([8]), array([5]), array([5])]",3000.0
