%Flight Orig Dest DepTime ArrTime PrevFlight
4 CPH ZRH 10:15 15:02 0
5 VIE MUC 17:38 19:44 0
6 BCN MAD 19:54 00:29+1 0
8 AMS FRA 07:30 12:13 0
9 VIE ORY 14:48 18:17 0
10 ORY CDG 20:31 21:53 0
11 AMS CPH 09:45 12:08 0
12 DUB CDG 13:53 16:12 0
13 FRA DUB 16:16 18:05 0
14 ZRH AMS 21:01 22:36 0
15 BRU MUC 11:15 13:22 0
16 IST MUC 14:56 16:43 0
17 LHR ORY 16:43 19:39 0
18 ORY AMS 20:48 22:17 0
19 LHR MAD 09:15 13:33 0
20 TXL DUB 15:48 19:09 0
21 AMS LHR 19:17 23:14 0
22 TXL MUC 12:30 17:19 0
23 CPH MAD 17:28 19:58 0
24 DUB TXL 20:23 23:53 0
25 IST BCN 07:30 08:44 0
26 ZRH DUB 10:47 15:27 0
27 FRA BCN 16:34 18:19 0
28 MAD ORY 19:55 22:10 0
29 TXL FRA 09:00 11:03 0
#
