%Flight Orig Dest DepTime ArrTime PrevFlight
5 FRA MAD 11:15 13:59 0
6 AMS DUB 14:28 16:13 0
7 ZRH IST 18:02 22:03 0
8 CPH ZRH 23:55 02:27+1 0
9 VIE ZRH 10:45 12:12 0
10 TXL ZRH 14:51 19:40 0
11 BCN CDG 19:50 21:03 0
12 BCN FRA 21:13 00:45+1 0
13 BRU MUC 09:30 12:31 0
14 FRA MUC 12:31 13:35 0
15 FRA MAD 15:45 17:06 0
16 CDG IST 17:43 19:44 0
17 BCN CDG 20:50 01:23+1 0
19 BCN CPH 11:00 14:27 0
20 CPH VIE 16:16 21:05 0
21 MAD AMS 23:50 03:34+1 0
22 VIE BRU 12:30 17:16 0
23 CDG FRA 18:50 23:28 0
24 BCN ORY 00:15+1 04:21+1 0
25 ORY BRU 08:30 12:57 0
26 CDG BRU 14:29 15:33 0
27 CPH BRU 17:07 20:02 0
28 VIE MAD 20:34 23:35 0
29 MUC IST 09:30 13:01 0
30 BRU IST 15:50 19:12 0
31 MAD BRU 20:19 21:48 0
#
