%Flight Orig Dest DepTime ArrTime PrevFlight
1 DUB CDG 08:15 11:59 0
2 LHR BRU 13:52 16:07 0
3 MUC BCN 17:01 19:30 0
4 CDG ORY 21:02 22:22 0
5 TXL DUB 12:15 13:23 0
6 CDG CPH 16:21 19:46 0
8 LHR CDG 09:00 12:50 0
9 MAD TXL 15:04 17:28 0
10 LHR DUB 19:54 21:48 0
11 LHR BRU 09:15 12:54 0
12 ORY IST 13:56 16:41 0
13 TXL BRU 16:49 18:47 0
14 BCN DUB 20:02 22:17 0
15 MAD TXL 10:00 14:59 0
16 ZRH FRA 15:50 18:46 0
17 MUC AMS 19:58 23:01 0
18 CPH TXL 06:00 08:57 0
19 IST TXL 09:57 12:10 0
20 CDG LHR 14:28 19:02 0
21 BCN DUB 19:23 21:04 0
25 LHR MAD 11:30 15:13 0
26 CPH AMS 15:33 17:24 0
27 CDG MUC 20:00 23:57 0
#
