%Flight Orig Dest DepTime ArrTime PrevFlight
5 BCN ORY 12:00 16:26 0
6 LHR AMS 19:20 21:20 0
7 VIE MAD 10:30 12:20 0
8 MAD DUB 13:51 18:29 0
9 IST BRU 20:30 22:47 0
10 CDG VIE 10:30 11:47 0
11 FRA ZRH 12:49 17:26 0
12 MAD FRA 19:41 22:12 0
13 MUC MAD 07:00 08:37 0
14 ZRH CPH 11:22 14:33 0
15 DUB AMS 17:03 22:02 0
16 BRU AMS 07:30 10:06 0
17 AMS ZRH 11:12 16:02 0
18 AMS ORY 16:14 18:28 0
19 IST AMS 20:10 23:57 0
20 MUC DUB 08:00 12:12 0
21 DUB CDG 13:19 16:03 0
22 BCN CDG 18:58 23:42 0
23 VIE BRU 12:15 14:39 0
24 BRU BCN 16:06 17:52 0
25 FRA CDG 19:36 23:05 0
#
