%Flight DepDate Aircraft
1 13/09/24 B737#1
2 13/09/24 B737#1
3 13/09/24 B737#1
4 13/09/24 B737#1
5 13/09/24 B737#1
6 13/09/24 A320#1
7 13/09/24 A320#1
8 13/09/24 A320#1
9 13/09/24 B737#2
10 13/09/24 B737#2
11 13/09/24 B737#2
12 13/09/24 B737#2
13 13/09/24 A320#2
14 13/09/24 A320#2
15 13/09/24 A320#2
16 13/09/24 A320#2
17 13/09/24 A320#3
18 13/09/24 A320#3
19 13/09/24 A320#3
21 13/09/24 A320#4
22 13/09/24 A320#4
23 13/09/24 A320#4
24 13/09/24 A320#4
25 13/09/24 A320#5
26 13/09/24 A320#5
27 13/09/24 A320#5
28 13/09/24 A320#5
29 13/09/24 A320#5
#
