%Flight Orig Dest DepTime ArrTime PrevFlight
6 FRA BCN 12:45 17:21 0
7 CDG TXL 18:40 23:05 0
8 BCN FRA 23:06 01:12+1 0
9 ORY LHR 11:30 14:22 0
10 VIE BCN 16:06 19:36 0
11 ORY MUC 21:07 22:40 0
12 VIE MUC 22:41 02:13+1 0
13 MUC VIE 08:45 11:18 0
14 TXL FRA 14:02 17:33 0
15 AMS MUC 18:11 22:12 0
16 MUC ZRH 00:02+1 01:46+1 0
17 MAD IST 11:30 12:56 0
18 ZRH IST 14:35 19:31 0
19 TXL BRU 21:00 01:50+1 0
21 BCN ZRH 11:30 13:18 0
22 MAD MUC 13:20 15:59 0
23 VIE FRA 17:46 22:15 0
24 FRA IST 23:53 01:19+1 0
25 ORY DUB 08:15 11:10 0
26 CDG BCN 12:24 14:55 0
27 MUC CPH 15:56 19:23 0
28 ORY TXL 19:35 20:37 0
29 IST BRU 23:18 00:25+1 0
#
