%Flight Orig Dest DepTime ArrTime PrevFlight
5 MUC MAD 11:45 13:03 0
6 TXL CPH 15:02 17:33 0
7 AMS MUC 20:04 22:46 0
8 BRU AMS 10:00 13:02 0
9 ZRH TXL 15:29 17:08 0
10 IST AMS 18:00 21:52 0
12 BCN MAD 10:15 12:21 0
13 VIE IST 13:28 17:07 0
14 DUB ZRH 17:17 21:50 0
16 CPH DUB 10:45 12:22 0
17 TXL CDG 13:56 17:19 0
18 CPH ZRH 18:55 22:09 0
19 CPH FRA 08:30 10:20 0
20 ZRH FRA 11:10 15:41 0
21 FRA DUB 18:27 23:23 0
22 IST MUC 06:45 10:01 0
23 CPH IST 12:59 15:48 0
24 FRA BRU 16:28 20:41 0
25 MAD LHR 21:16 23:28 0
26 CDG DUB 09:00 12:53 0
27 DUB ORY 13:10 17:02 0
28 CDG FRA 19:33 00:20+1 0
#
