%Flight Orig Dest DepTime ArrTime PrevFlight
1 ZRH CPH 08:45 11:26 0
2 TXL VIE 14:06 18:08 0
3 MAD LHR 20:35 23:34 0
8 BCN CPH 12:00 13:48 0
9 FRA IST 14:09 18:23 0
10 BRU ORY 20:44 22:27 0
11 ZRH MAD 00:27+1 01:39+1 0
12 MUC ORY 09:15 13:02 0
13 ORY CPH 13:52 17:08 0
14 AMS MUC 17:34 21:53 0
15 MUC LHR 23:08 02:15+1 0
16 CPH ORY 09:15 13:02 0
17 DUB ZRH 14:42 19:01 0
18 LHR BRU 21:47 01:52+1 0
19 IST DUB 10:45 12:34 0
20 DUB LHR 15:17 17:56 0
21 BCN BRU 18:47 23:02 0
23 ORY VIE 08:00 09:11 0
24 LHR VIE 12:03 13:54 0
25 CDG ORY 16:16 21:10 0
26 AMS TXL 22:56 00:06+1 0
#
