%Flight Orig Dest DepTime ArrTime PrevFlight
1 MAD CDG 07:15 11:58 0
2 CDG TXL 12:14 14:24 0
3 FRA MAD 14:26 17:53 0
4 FRA BCN 19:48 23:48 0
5 CPH LHR 08:00 10:33 0
6 CPH LHR 12:54 17:44 0
7 ZRH CPH 20:04 23:16 0
8 MAD VIE 12:00 14:11 0
9 CPH BCN 15:50 16:50 0
10 LHR DUB 17:18 20:58 0
11 BCN CPH 21:38 02:15+1 0
12 TXL DUB 06:00 10:57 0
13 BRU ZRH 11:02 13:57 0
14 MUC LHR 14:42 19:15 0
15 CDG AMS 21:44 22:49 0
17 DUB ORY 09:00 11:12 0
18 VIE ORY 12:46 17:34 0
19 BRU CDG 20:26 23:57 0
20 CDG FRA 07:45 08:57 0
21 IST TXL 11:21 15:03 0
22 ZRH BCN 15:24 17:05 0
23 BCN BRU 19:24 23:53 0
24 FRA DUB 11:45 13:01 0
25 DUB VIE 15:46 17:33 0
26 ZRH MAD 17:57 19:03 0
27 AMS IST 21:39 22:39 0
28 MUC ORY 23:25 02:37+1 0
29 VIE TXL 10:15 14:43 0
30 VIE TXL 15:34 17:58 0
31 CDG MUC 19:17 23:20 0
32 VIE BRU 08:30 12:23 0
33 VIE LHR 14:45 18:55 0
34 ZRH CPH 19:48 00:40+1 0
#
