%Flight Orig Dest DepTime ArrTime PrevFlight
1 CPH FRA 12:00 15:12 0
2 IST TXL 16:26 21:08 0
3 BRU ORY 21:33 23:36 0
4 IST CPH 07:30 08:43 0
5 VIE DUB 11:04 14:26 0
6 ORY CDG 16:55 20:26 0
8 MAD CDG 11:30 14:52 0
9 TXL VIE 16:10 18:48 0
10 FRA AMS 19:51 21:37 0
11 TXL BRU 10:45 14:18 0
12 BCN MUC 16:32 18:32 0
13 MAD BRU 21:23 01:54+1 0
14 MUC ZRH 12:15 16:14 0
15 TXL FRA 18:04 22:04 0
21 MUC MAD 07:30 11:55 0
22 AMS ORY 13:48 16:08 0
23 BRU MAD 18:19 20:36 0
25 MUC LHR 07:45 12:13 0
26 BCN ORY 13:37 14:49 0
27 BRU FRA 14:53 17:12 0
28 AMS LHR 19:21 22:07 0
#
