%Flight Orig Dest DepTime ArrTime PrevFlight
1 FRA BRU 10:30 14:33 0
2 AMS TXL 15:23 19:45 0
3 LHR MAD 21:21 01:53+1 0
4 IST BCN 10:30 14:35 0
5 FRA IST 16:44 18:18 0
6 BRU LHR 18:33 20:50 0
7 CDG FRA 20:53 23:21 0
8 ZRH DUB 09:15 13:04 0
9 ORY MAD 15:24 19:13 0
10 AMS DUB 21:12 02:03+1 0
11 CDG AMS 08:15 09:35 0
12 MUC VIE 11:36 14:19 0
13 AMS MUC 14:42 19:12 0
14 ZRH BRU 20:44 23:41 0
15 DUB CPH 12:30 14:30 0
16 BRU CDG 14:45 17:20 0
17 ORY IST 19:43 21:18 0
18 CDG ORY 22:23 01:04+1 0
19 IST BCN 08:45 10:29 0
20 MUC AMS 11:34 12:47 0
21 IST VIE 15:40 17:11 0
22 VIE LHR 17:33 20:53 0
24 MUC IST 06:45 10:58 0
25 MAD VIE 12:22 13:53 0
26 TXL MUC 15:44 19:39 0
27 MAD BRU 21:43 23:00 0
#
