%Flight Orig Dest DepTime ArrTime PrevFlight
1 AMS BRU 08:15 12:21 0
2 ZRH AMS 13:25 17:29 0
3 CDG TXL 20:05 22:54 0
4 AMS MAD 09:30 11:15 0
5 DUB VIE 13:43 14:56 0
6 BCN IST 16:32 20:27 0
8 MAD BRU 10:15 13:29 0
9 LHR IST 16:28 20:54 0
10 AMS BRU 08:00 09:40 0
11 FRA IST 12:12 15:51 0
12 ZRH IST 17:42 20:41 0
13 FRA AMS 12:30 14:04 0
14 LHR IST 17:01 20:12 0
20 BCN ORY 07:30 09:37 0
21 BCN MAD 12:06 13:44 0
22 MAD MUC 14:24 19:15 0
24 DUB MUC 10:15 13:47 0
25 ORY FRA 16:34 18:35 0
26 MUC AMS 18:54 23:48 0
27 ZRH ORY 09:15 13:21 0
28 ORY TXL 16:01 19:36 0
29 TXL FRA 19:53 00:21+1 0
#
