%Flight Orig Dest DepTime ArrTime PrevFlight
1 FRA BRU 10:30 13:50 0
2 IST MAD 15:47 19:02 0
3 CDG ORY 19:54 21:20 0
4 ORY FRA 21:27 00:06+1 0
5 ORY DUB 06:00 07:08 0
6 AMS DUB 08:47 13:01 0
7 MAD BRU 13:30 15:06 0
8 CPH BCN 18:04 19:29 0
9 VIE IST 12:45 13:45 0
10 ZRH LHR 16:31 18:08 0
11 DUB TXL 19:06 22:10 0
12 AMS VIE 07:15 09:03 0
13 BRU BCN 09:06 13:19 0
14 MAD ZRH 14:21 18:21 0
15 MUC MAD 19:57 23:31 0
16 BCN CDG 10:45 12:55 0
17 BCN MAD 15:30 17:24 0
18 AMS LHR 19:30 00:01+1 0
19 BRU MUC 10:45 12:32 0
20 AMS CDG 12:54 16:06 0
21 TXL MUC 17:20 19:31 0
22 FRA MUC 19:58 00:12+1 0
23 FRA MAD 06:00 08:39 0
24 BCN IST 08:51 10:51 0
25 AMS CDG 13:01 16:13 0
26 DUB FRA 17:19 19:48 0
27 AMS ZRH 21:16 23:02 0
32 LHR MUC 07:15 09:41 0
33 FRA IST 10:39 13:59 0
34 CPH IST 16:12 18:17 0
35 MAD LHR 20:22 00:56+1 0
#
