model_name,sequence_type,actions,reward
../trained_models/dqn_10000d_10u-1.zip,worst action sequence,"[array(4), array(2), array(0), array(0), array(3)]",-7870.0
../trained_models/dqn_10000d_10u-1.zip,best action sequence,"[array(4), array(4), array(4)]",3000
../trained_models/dqn_10000d_10u-2.zip,worst action sequence,"[array(0), array(0), array(4), array(2), array(0), array(0), array(3)]",-7880.0
../trained_models/dqn_10000d_10u-2.zip,best action sequence,"[array(4), array(4), array(4)]",3000
../trained_models/dqn_10000d_10u-3.zip,worst action sequence,"[array(4), array(0), array(0), array(2), array(5)]",-7722.0
../trained_models/dqn_10000d_10u-3.zip,best action sequence,"[array(4), array(4), array(4)]",3000
../trained_models/dqn_10000d_10u-4.zip,worst action sequence,"[array(4), array(0), array(2), array(0), array(3)]",-7870.0
../trained_models/dqn_10000d_10u-4.zip,best action sequence,"[array(4), array(4), array(4)]",3000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(2), array(2), array(2)]",1162.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(4), array(0), array(6), array(1)]",2781.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(2), array(4), array(1)]",1943.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(3), array(4), array(3)]",2646.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(2), array(2), array(5)]",1136.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(3), array(6), array(3)]",2515.0
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(2), array(3), array(4)]",1638.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(3), array(4), array(0), array(5)]",2789.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(2), array(0), array(2), array(2)]",1157.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(3), array(4), array(4)]",2875.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(2), array(1), array(5)]",1677.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(6), array(4), array(4)]",2927.0
