%Flight DepDate Aircraft
1 10/09/24 A320#1
2 10/09/24 A320#1
3 10/09/24 A320#1
4 10/09/24 A320#1
5 10/09/24 A320#2
6 10/09/24 A320#2
7 10/09/24 A320#2
8 10/09/24 A320#3
9 10/09/24 A320#3
10 10/09/24 A320#3
11 10/09/24 A320#4
12 10/09/24 A320#4
13 10/09/24 A320#4
14 10/09/24 A320#4
15 10/09/24 A320#5
16 10/09/24 A320#5
17 10/09/24 A320#5
18 10/09/24 A320#6
19 10/09/24 A320#6
20 10/09/24 A320#6
21 10/09/24 A320#6
22 10/09/24 B737#1
23 10/09/24 B737#1
24 10/09/24 B737#1
26 10/09/24 A320#7
27 10/09/24 A320#7
28 10/09/24 A320#7
29 10/09/24 B737#2
30 10/09/24 B737#2
31 10/09/24 B737#2
32 10/09/24 B737#2
33 10/09/24 A320#8
34 10/09/24 A320#8
35 10/09/24 A320#8
36 10/09/24 A320#8
#
