%Flight DepDate Aircraft
1 25/09/24 A320#1
2 25/09/24 A320#1
3 25/09/24 A320#1
4 25/09/24 A320#1
5 25/09/24 A320#2
6 25/09/24 A320#2
7 25/09/24 A320#2
8 25/09/24 A320#3
9 25/09/24 A320#3
10 25/09/24 A320#3
11 25/09/24 A320#3
12 25/09/24 A320#3
13 25/09/24 A320#4
14 25/09/24 A320#4
15 25/09/24 A320#4
16 25/09/24 A320#5
17 25/09/24 A320#5
18 25/09/24 A320#5
19 25/09/24 A320#6
20 25/09/24 A320#6
21 25/09/24 A320#6
23 25/09/24 B737#1
24 25/09/24 B737#1
25 25/09/24 B737#1
26 25/09/24 B737#1
28 25/09/24 B737#2
29 25/09/24 B737#2
30 25/09/24 B737#2
31 25/09/24 B737#2
32 25/09/24 B737#2
33 25/09/24 A320#7
34 25/09/24 A320#7
35 25/09/24 A320#7
36 25/09/24 A320#8
37 25/09/24 A320#8
38 25/09/24 A320#8
39 25/09/24 A320#8
#
