%Flight Orig Dest DepTime ArrTime PrevFlight
1 LHR BCN 09:30 12:41 0
2 MUC IST 13:40 16:42 0
3 IST AMS 19:34 22:47 0
4 MUC BCN 23:12 03:08+1 0
8 BRU BCN 08:45 10:50 0
9 VIE CPH 11:57 14:18 0
10 ORY MAD 15:13 17:45 0
11 MUC VIE 18:50 22:08 0
12 DUB MAD 23:32 00:44+1 0
13 DUB BCN 11:30 15:53 0
14 MUC ZRH 18:38 23:12 0
15 DUB BRU 23:41 02:51+1 0
16 LHR IST 11:30 15:21 0
17 LHR ZRH 16:41 18:57 0
18 TXL ZRH 21:55 02:39+1 0
19 CPH FRA 12:00 15:00 0
20 BRU MAD 16:07 18:00 0
21 IST VIE 20:30 22:28 0
23 MUC DUB 07:30 12:11 0
24 CPH TXL 14:35 18:36 0
25 ZRH AMS 18:40 20:48 0
26 VIE LHR 21:11 22:19 0
28 BRU ZRH 07:15 09:09 0
29 MUC BCN 09:36 11:50 0
30 CDG BRU 12:42 15:36 0
31 BRU ZRH 16:53 21:24 0
32 ZRH AMS 21:55 00:41+1 0
33 VIE BRU 10:45 15:42 0
34 TXL MUC 16:55 21:34 0
35 BCN CPH 23:44 03:15+1 0
36 CPH BRU 10:30 12:50 0
37 VIE IST 15:02 16:10 0
38 AMS FRA 16:27 19:39 0
39 FRA TXL 22:06 01:33+1 0
#
