%Flight Orig Dest DepTime ArrTime PrevFlight
1 VIE BRU 08:30 13:08 0
2 IST CDG 13:55 16:53 0
3 BCN MAD 18:58 20:33 0
4 FRA MAD 10:30 12:07 0
5 DUB AMS 12:54 17:47 0
6 CDG IST 19:19 20:31 0
7 ORY MUC 08:15 11:15 0
8 VIE CDG 13:55 17:05 0
9 AMS ZRH 18:35 22:43 0
13 DUB FRA 06:45 11:30 0
14 AMS DUB 11:59 14:57 0
15 CPH LHR 17:16 18:55 0
17 VIE BCN 10:15 13:03 0
18 VIE CPH 14:17 16:40 0
19 CDG DUB 19:01 22:32 0
20 DUB FRA 07:00 11:38 0
21 MUC ORY 12:44 14:31 0
22 MAD MUC 16:08 20:28 0
23 DUB MUC 20:43 23:13 0
#
