%Flight Orig Dest DepTime ArrTime PrevFlight
1 TXL VIE 09:15 13:47 0
2 MAD CPH 15:46 20:18 0
3 AMS ORY 20:38 22:04 0
4 IST VIE 22:36 01:36+1 0
5 MUC IST 12:30 16:38 0
6 BCN AMS 17:06 18:30 0
7 ORY CDG 20:25 00:30+1 0
8 LHR MUC 12:45 17:15 0
9 TXL MUC 17:35 19:59 0
10 MAD MUC 22:09 23:12 0
15 ZRH ORY 12:00 13:15 0
16 MAD ORY 13:52 16:25 0
17 VIE BCN 17:28 21:43 0
18 LHR MUC 22:15 00:55+1 0
19 TXL AMS 11:15 15:45 0
20 BRU LHR 18:28 21:10 0
21 FRA TXL 21:52 00:35+1 0
22 TXL IST 07:00 09:58 0
23 IST AMS 10:13 13:46 0
24 DUB CDG 15:41 17:13 0
25 VIE LHR 18:55 21:45 0
26 BCN MUC 22:51 00:59+1 0
#
