%Flight Orig Dest DepTime ArrTime PrevFlight
4 FRA DUB 10:15 13:45 0
5 DUB LHR 14:39 17:19 0
6 VIE ORY 17:22 19:22 0
7 LHR CPH 20:11 00:14+1 0
8 VIE CPH 06:00 07:26 0
9 IST MAD 08:11 11:07 0
10 CPH TXL 12:07 13:26 0
11 VIE CPH 14:10 15:12 0
12 BCN MUC 08:30 10:18 0
13 ORY VIE 10:21 14:23 0
14 AMS ORY 16:45 21:24 0
15 AMS IST 23:30 03:01+1 0
16 ORY LHR 12:15 16:52 0
17 BRU CDG 18:54 22:30 0
19 LHR CPH 10:15 12:59 0
20 AMS VIE 13:50 15:59 0
21 ORY FRA 18:52 22:34 0
23 VIE ORY 06:15 08:02 0
24 CDG DUB 08:13 12:40 0
25 BRU TXL 14:23 17:19 0
26 VIE LHR 19:24 00:12+1 0
27 ZRH MUC 10:45 14:16 0
28 MUC VIE 15:42 17:40 0
29 BRU BCN 18:22 19:41 0
30 CPH MUC 21:44 00:04+1 0
31 MAD TXL 10:00 14:19 0
32 CDG TXL 14:43 17:35 0
33 BCN FRA 18:46 22:43 0
34 ORY MAD 22:58 01:16+1 0
#
