%Flight Orig Dest DepTime ArrTime PrevFlight
4 ORY CPH 11:00 13:03 0
5 MUC LHR 13:09 16:56 0
6 CDG ZRH 19:20 20:57 0
7 CDG MUC 21:08 00:59+1 0
8 ZRH CPH 06:15 10:52 0
9 CPH BCN 12:39 17:33 0
10 IST FRA 19:23 22:54 0
12 DUB ZRH 12:00 13:15 0
13 VIE BRU 16:13 20:52 0
14 CPH MUC 22:23 00:26+1 0
15 LHR CPH 10:00 14:53 0
16 VIE IST 16:33 21:29 0
17 FRA ORY 22:44 01:08+1 0
18 ZRH IST 10:30 14:49 0
19 MUC IST 16:52 20:56 0
20 ORY CDG 22:07 01:38+1 0
21 BCN CDG 09:00 10:04 0
22 MAD ORY 10:49 15:20 0
23 CPH VIE 18:02 19:13 0
24 TXL ZRH 19:39 22:33 0
#
