%Flight Orig Dest DepTime ArrTime PrevFlight
1 TXL MUC 07:15 08:45 0
2 FRA LHR 09:12 10:59 0
3 BRU CDG 12:48 16:28 0
4 BRU CDG 17:04 21:19 0
5 IST DUB 11:00 14:19 0
6 BRU VIE 15:56 17:38 0
7 ORY IST 18:09 22:59 0
8 FRA AMS 07:00 08:33 0
9 ZRH CDG 09:26 11:14 0
10 TXL FRA 13:54 18:04 0
11 CDG BCN 18:45 22:24 0
12 BRU IST 10:45 12:53 0
13 BRU DUB 13:39 15:17 0
14 TXL BRU 15:25 17:05 0
15 TXL DUB 19:18 21:00 0
16 ZRH CPH 06:30 09:01 0
17 FRA DUB 10:24 12:33 0
18 CPH ZRH 14:29 19:28 0
20 CDG FRA 10:15 15:04 0
21 CPH ORY 16:04 18:40 0
22 CDG ORY 20:54 22:09 0
23 FRA CPH 12:00 15:05 0
24 TXL CPH 15:56 19:32 0
28 FRA DUB 09:00 13:31 0
29 BRU AMS 15:24 16:35 0
30 FRA VIE 17:27 21:28 0
#
