%Flight Orig Dest DepTime ArrTime PrevFlight
1 BCN ZRH 12:30 16:26 0
2 ORY TXL 18:34 20:26 0
3 BRU CDG 21:12 02:10+1 0
4 LHR VIE 07:00 11:36 0
5 CDG TXL 13:52 16:11 0
6 ORY DUB 18:55 21:31 0
7 LHR ZRH 11:00 15:58 0
8 ORY IST 17:27 21:19 0
9 BCN FRA 07:30 10:25 0
10 IST VIE 12:37 14:45 0
11 MAD CDG 17:44 21:03 0
12 CDG MUC 07:45 10:14 0
13 BCN MUC 11:43 15:10 0
14 AMS BCN 17:44 19:51 0
15 CDG CPH 20:40 01:35+1 0
16 BCN FRA 08:00 10:33 0
17 TXL FRA 10:59 14:13 0
18 BRU BCN 15:52 18:54 0
19 DUB ZRH 21:20 01:08+1 0
22 CDG LHR 07:45 08:49 0
23 MAD MUC 11:07 15:34 0
24 BCN MAD 18:18 20:19 0
#
