%Flight DepDate Aircraft
1 23/09/24 B737#1
2 23/09/24 B737#1
3 23/09/24 B737#1
4 23/09/24 B737#1
5 23/09/24 B737#2
6 23/09/24 B737#2
7 23/09/24 B737#2
8 23/09/24 B737#3
9 23/09/24 B737#3
10 23/09/24 B737#3
11 23/09/24 B737#4
12 23/09/24 B737#4
13 23/09/24 B737#4
14 23/09/24 B737#4
15 23/09/24 B737#5
16 23/09/24 B737#5
17 23/09/24 B737#5
18 23/09/24 B737#5
19 23/09/24 A320#1
20 23/09/24 A320#1
21 23/09/24 A320#1
22 23/09/24 B737#6
23 23/09/24 B737#6
24 23/09/24 B737#6
26 23/09/24 A320#2
27 23/09/24 A320#2
28 23/09/24 A320#2
30 23/09/24 B737#7
31 23/09/24 B737#7
32 23/09/24 B737#7
33 23/09/24 B737#8
34 23/09/24 B737#8
35 23/09/24 B737#8
36 23/09/24 B737#8
#
