%Flight Orig Dest DepTime ArrTime PrevFlight
1 DUB LHR 10:30 14:27 0
2 AMS CDG 16:35 18:08 0
3 ZRH FRA 20:27 23:36 0
4 AMS CDG 08:15 11:02 0
5 BCN ORY 13:35 18:26 0
6 TXL BCN 19:03 23:10 0
7 ZRH MAD 12:15 16:45 0
8 ZRH LHR 18:32 20:07 0
13 AMS IST 07:15 10:37 0
14 ORY DUB 10:37 11:50 0
15 CDG IST 13:57 17:20 0
16 ORY BCN 18:48 20:09 0
17 BCN IST 21:05 22:40 0
18 VIE ORY 10:00 13:15 0
19 DUB IST 13:46 18:29 0
20 IST ORY 19:34 23:32 0
21 TXL VIE 07:00 10:25 0
22 AMS ZRH 10:42 12:27 0
23 CPH AMS 14:45 16:42 0
24 MAD CPH 17:41 20:11 0
26 TXL DUB 12:45 15:54 0
27 LHR CPH 16:36 17:51 0
28 CPH ZRH 18:21 22:37 0
#
