%Flight DepDate Aircraft
1 05/09/24 B737#1
2 05/09/24 B737#1
3 05/09/24 B737#1
4 05/09/24 B737#2
5 05/09/24 B737#2
6 05/09/24 B737#2
7 05/09/24 A320#1
8 05/09/24 A320#1
10 05/09/24 B737#3
11 05/09/24 B737#3
12 05/09/24 B737#3
13 05/09/24 B737#4
14 05/09/24 B737#4
15 05/09/24 B737#4
16 05/09/24 B737#4
17 05/09/24 B737#4
18 05/09/24 A320#2
19 05/09/24 A320#2
20 05/09/24 A320#2
21 05/09/24 B737#5
22 05/09/24 B737#5
23 05/09/24 B737#5
24 05/09/24 B737#5
26 05/09/24 B737#6
27 05/09/24 B737#6
28 05/09/24 B737#6
#
