%Flight Orig Dest DepTime ArrTime PrevFlight
1 CPH BCN 08:00 12:30 0
2 MUC AMS 14:36 15:41 0
3 BCN AMS 16:15 18:28 0
4 ZRH BCN 21:11 00:03+1 0
5 LHR ZRH 11:00 14:17 0
6 MUC CPH 16:13 20:39 0
7 TXL MAD 21:58 00:59+1 0
8 ZRH CPH 08:45 11:20 0
9 DUB TXL 13:01 14:44 0
10 CPH LHR 15:58 20:44 0
11 VIE MAD 23:22 00:44+1 0
12 IST DUB 08:30 10:54 0
13 BRU CDG 12:48 17:27 0
14 DUB CPH 19:01 21:22 0
15 TXL ZRH 00:05+1 02:06+1 0
16 MAD CDG 09:15 11:05 0
17 BCN CDG 11:08 14:30 0
18 IST MAD 15:30 17:22 0
19 BRU IST 17:40 18:48 0
20 FRA BRU 19:22 20:43 0
21 AMS LHR 21:59 02:00+1 0
22 DUB ORY 12:30 17:22 0
23 CPH IST 19:35 20:41 0
24 BRU AMS 23:08 03:41+1 0
28 CPH FRA 10:00 11:18 0
29 TXL ORY 12:55 15:31 0
30 CPH TXL 18:01 21:05 0
31 MUC MAD 21:14 01:30+1 0
32 CDG DUB 10:45 15:37 0
33 CDG CPH 18:04 20:33 0
34 ZRH IST 20:35 01:13+1 0
#
