%Flight Orig Dest DepTime ArrTime PrevFlight
1 CPH MUC 10:30 11:47 0
2 ORY AMS 13:48 17:19 0
3 MAD CDG 20:09 22:02 0
5 BRU TXL 11:45 15:56 0
6 AMS ORY 18:50 23:44 0
10 CDG IST 11:45 14:47 0
11 AMS CPH 16:29 18:46 0
12 MAD BRU 19:47 00:38+1 0
13 BCN IST 07:45 09:43 0
14 DUB AMS 11:44 16:28 0
15 FRA MAD 18:11 20:14 0
16 ORY CDG 20:32 00:05+1 0
17 CPH ZRH 12:30 14:54 0
18 IST BRU 15:13 19:44 0
19 TXL CPH 20:45 01:17+1 0
20 MAD CDG 11:15 14:54 0
21 BCN DUB 15:00 17:05 0
22 IST TXL 17:48 19:17 0
23 ORY AMS 20:26 22:41 0
25 ZRH VIE 06:15 07:17 0
26 CPH TXL 07:50 10:13 0
27 ZRH BRU 11:23 14:14 0
28 DUB MUC 14:17 16:19 0
29 IST BCN 16:48 21:46 0
#
