%Flight Orig Dest DepTime ArrTime PrevFlight
1 ORY DUB 08:15 09:23 0
2 ZRH ORY 11:55 16:09 0
3 LHR MAD 17:16 21:13 0
4 AMS TXL 21:23 01:53+1 0
5 LHR AMS 11:45 15:45 0
6 CDG FRA 17:11 18:28 0
7 ORY LHR 18:57 22:43 0
9 TXL DUB 11:30 14:51 0
10 MAD BRU 16:34 17:42 0
11 LHR DUB 18:01 20:06 0
12 MAD AMS 21:53 01:30+1 0
13 CPH MUC 12:30 14:29 0
14 FRA CPH 14:57 18:10 0
15 IST DUB 20:27 01:21+1 0
16 ORY FRA 11:45 15:49 0
17 ZRH AMS 18:27 20:00 0
18 LHR TXL 20:48 22:10 0
19 TXL LHR 23:09 00:45+1 0
23 DUB ZRH 10:15 12:36 0
24 DUB ZRH 14:48 16:34 0
25 LHR FRA 19:28 00:27+1 0
#
