model_name,sequence_type,actions,reward
../trained_models/dqn_10000d_10u-1.zip,worst action sequence,"[array(3), array(0), array(5), array(0), array(3), array(0), array(4), array(0), array(3)]",-14854.0
../trained_models/dqn_10000d_10u-1.zip,best action sequence,"[array(4), array(5), array(3), array(3), array(5), array(6), array(2), array(0), array(0), array(1)]",8299.0
../trained_models/dqn_10000d_10u-2.zip,worst action sequence,"[array(5), array(0), array(3), array(0), array(0), array(3), array(0), array(6), array(5)]",-7184.0
../trained_models/dqn_10000d_10u-2.zip,best action sequence,"[array(1), array(5), array(3), array(3), array(5), array(5), array(3), array(2)]",8306.0
../trained_models/dqn_10000d_10u-3.zip,worst action sequence,"[array(5), array(3), array(3), array(0), array(0), array(3), array(3), array(4), array(0), array(3)]",-7244.0
../trained_models/dqn_10000d_10u-3.zip,best action sequence,"[array(6), array(5), array(3), array(3), array(5), array(1), array(4), array(1)]",8301.0
../trained_models/dqn_10000d_10u-4.zip,worst action sequence,"[array(5), array(3), array(0), array(3), array(0), array(2), array(0), array(0), array(3), array(2)]",-7554.0
../trained_models/dqn_10000d_10u-4.zip,best action sequence,"[array(6), array(5), array(3), array(3), array(3), array(5), array(6), array(4), array(6)]",8584.0
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(1), array(3), array(3), array(0), array(6), array(5), array(5)]",2528.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(2), array(5), array(3), array(6), array(1), array(0), array(1)]",5600.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(5), array(1), array(2), array(3)]",2564.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(0), array(3), array(5), array(5), array(1), array(5)]",4469.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(1), array(3), array(2), array(5), array(4)]",2281.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(5), array(3), array(5), array(6), array(0), array(4), array(5)]",5803.0
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(2), array(2), array(5), array(4)]",2647.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(5), array(5), array(4), array(1), array(2)]",3880.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(1), array(2), array(2), array(0), array(4)]",2843.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(0), array(6), array(5), array(4), array(3), array(6)]",4755.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(5), array(1), array(6), array(0), array(1)]",2550.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(0), array(3), array(5), array(6), array(0), array(2), array(6)]",5515.0
../trained_models/dqn_10000d_10u-1.zip,worst action sequence,"[array(2), array(3), array(3), array(0), array(0), array(0), array(2), array(5), array(0), array(0), array(0), array(4)]",-7211.0
../trained_models/dqn_10000d_10u-1.zip,best action sequence,"[array(2), array(5), array(3), array(3), array(5), array(2), array(0), array(1), array(3)]",8309.0
../trained_models/dqn_10000d_10u-2.zip,worst action sequence,"[array(0), array(1), array(0), array(0), array(0), array(0), array(4), array(6)]",-7788.0
../trained_models/dqn_10000d_10u-2.zip,best action sequence,"[array(2), array(5), array(3), array(3), array(5), array(1), array(4), array(4)]",8190.0
../trained_models/dqn_1000000d_10u-1.zip,worst action sequence,"[array(0), array(1), array(3), array(3), array(3), array(3), array(0), array(0), array(0), array(3), array(0), array(0)]",-37697.0
../trained_models/dqn_1000000d_10u-1.zip,best action sequence,"[array(3), array(5), array(3), array(3), array(5), array(5), array(0), array(3), array(5)]",9309.0
