model_name,sequence_type,actions,reward
../trained_models/dqn_10000d_10u-1.zip,worst action sequence,"[array(0), array(0), array(1), array(2), array(1), array(0), array(1), array(2), array(0), array(0), array(4), array(0), array(2)]",-22136.0
../trained_models/dqn_10000d_10u-1.zip,best action sequence,"[array(0), array(4), array(1), array(2), array(6), array(2), array(4), array(3), array(2), array(3), array(4), array(6), array(6)]",13597.0
../trained_models/dqn_10000d_10u-2.zip,worst action sequence,"[array(2), array(2), array(0), array(2), array(4), array(4), array(0), array(0), array(2), array(2), array(0), array(2)]",-23389.0
../trained_models/dqn_10000d_10u-2.zip,best action sequence,"[array(4), array(3), array(2), array(4), array(4), array(1), array(4), array(3), array(2), array(1)]",12270.0
../trained_models/dqn_10000d_10u-3.zip,worst action sequence,"[array(0), array(0), array(0), array(2), array(4), array(5), array(0), array(5), array(2), array(2), array(2), array(3), array(2)]",-23639.0
../trained_models/dqn_10000d_10u-3.zip,best action sequence,"[array(4), array(1), array(5), array(2), array(4), array(2), array(4), array(6), array(4), array(1), array(2), array(2)]",12974.0
../trained_models/dqn_10000d_10u-4.zip,worst action sequence,"[array(0), array(4), array(2), array(0), array(2), array(2), array(4), array(2), array(1), array(4), array(6)]",-19803.0
../trained_models/dqn_10000d_10u-4.zip,best action sequence,"[array(6), array(2), array(2), array(6), array(4), array(2), array(4), array(2), array(2), array(5), array(5), array(0), array(3)]",11717.0
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(4), array(2), array(0), array(0), array(4), array(1), array(3), array(4), array(3)]",-2919.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(4), array(4), array(5), array(0), array(2), array(4), array(3), array(3), array(2), array(0), array(3), array(5)]",10529.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(0), array(0), array(0), array(4), array(3), array(5), array(2)]",-16661.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(6), array(2), array(6), array(2), array(5), array(4), array(4), array(3), array(2)]",9974.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(0), array(3), array(0), array(3), array(0), array(4), array(2), array(4), array(2), array(0), array(1), array(5)]",-10310.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(1), array(6), array(1), array(4), array(3), array(2), array(5)]",8582.0
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(4), array(2), array(0), array(4), array(0), array(0), array(4), array(0), array(2), array(6), array(4), array(6), array(0), array(4)]",-454.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(4), array(5), array(3), array(5), array(5), array(3), array(6)]",7409.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(0), array(4), array(5), array(2), array(0), array(0), array(0), array(2), array(6), array(3), array(5)]",-11353.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(1), array(2), array(6), array(2), array(4), array(3), array(5), array(6), array(4)]",8432.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(4), array(0), array(0), array(2), array(0), array(2), array(1), array(0), array(3), array(0), array(6), array(5)]",-11651.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(3), array(3), array(2), array(6), array(4), array(2), array(4), array(2), array(5), array(4), array(3)]",12578.0
