%Flight DepDate Aircraft
1 05/09/24 B737#1
2 05/09/24 B737#1
3 05/09/24 B737#1
4 05/09/24 A320#1
5 05/09/24 A320#1
6 05/09/24 A320#1
7 05/09/24 A320#1
8 05/09/24 A320#2
9 05/09/24 A320#2
10 05/09/24 A320#2
11 05/09/24 A320#2
12 05/09/24 B737#2
13 05/09/24 B737#2
14 05/09/24 B737#2
15 05/09/24 B737#2
16 05/09/24 B737#2
17 05/09/24 B737#3
18 05/09/24 B737#3
19 05/09/24 B737#3
20 05/09/24 B737#3
21 05/09/24 A320#3
22 05/09/24 A320#3
23 05/09/24 A320#3
24 05/09/24 A320#3
25 05/09/24 B737#4
26 05/09/24 B737#4
27 05/09/24 B737#4
28 05/09/24 B737#4
29 05/09/24 A320#4
30 05/09/24 A320#4
31 05/09/24 A320#4
32 05/09/24 A320#4
33 05/09/24 B737#5
34 05/09/24 B737#5
35 05/09/24 B737#5
36 05/09/24 B737#5
37 05/09/24 B737#6
38 05/09/24 B737#6
39 05/09/24 B737#6
40 05/09/24 B737#6
#
