%Flight Orig Dest DepTime ArrTime PrevFlight
1 MUC IST 10:00 11:50 0
2 VIE DUB 13:32 16:09 0
3 AMS CDG 16:38 18:52 0
4 CDG BCN 20:43 01:14+1 0
5 LHR CDG 07:30 11:13 0
6 ORY MAD 12:10 16:22 0
7 MAD LHR 16:46 18:43 0
8 BRU AMS 21:09 22:39 0
9 CDG DUB 23:03 00:58+1 0
10 CPH ORY 09:45 12:43 0
11 CDG MAD 13:03 16:42 0
12 TXL BCN 17:12 20:10 0
13 CPH ZRH 20:10 21:34 0
14 CDG BCN 23:59 03:24+1 0
15 MAD CDG 12:15 16:53 0
16 BCN MUC 18:39 21:50 0
17 DUB CDG 23:29 02:11+1 0
22 VIE BCN 06:45 07:52 0
23 AMS VIE 09:07 12:41 0
24 CDG DUB 14:04 15:23 0
25 DUB IST 16:39 20:19 0
26 ORY CPH 12:15 14:58 0
27 VIE CPH 16:34 17:52 0
28 MUC BRU 19:43 22:18 0
29 IST BCN 23:31 00:43+1 0
#
