model_name,sequence_type,actions,reward
../trained_models/dqn_1000000d_10u-2.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0)]",-30040
../trained_models/dqn_1000000d_10u-2.zip,best action sequence,"[array(6), array(5), array(6)]",3000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(4), array(4), array(6)]",1313.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(0), array(2), array(5), array(6)]",2992.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(0), array(4), array(1), array(4)]",1497.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(2), array(5), array(5)]",2997.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(4), array(3), array(0), array(5)]",1956.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(3), array(5), array(6)]",2892.0
../trained_models/dqn_100d_10u-4.zip,worst action sequence,"[array(4), array(5), array(5)]",2100.0
../trained_models/dqn_100d_10u-4.zip,best action sequence,"[array(2), array(5), array(5)]",2997.0
../trained_models/dqn_1000000d_10u-3.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0)]",-30040
../trained_models/dqn_1000000d_10u-3.zip,best action sequence,"[array(5), array(5), array(5)]",3000
