model_name,sequence_type,actions,reward
../trained_models/dqn_1000000d_10u-2.zip,worst action sequence,"[array(0), array(3), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0)]",-19651.0
../trained_models/dqn_1000000d_10u-2.zip,best action sequence,"[array(4), array(4), array(1)]",3000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(3), array(4), array(6)]",1924.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(2), array(6), array(4)]",2847.0
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(3), array(3), array(0), array(3)]",1083.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(6), array(1), array(3)]",2809.0
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(0), array(3), array(0), array(5)]",-9021.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(2), array(6), array(1)]",2847.0
../trained_models/dqn_100d_10u-4.zip,worst action sequence,"[array(0), array(0), array(3), array(1)]",-8611.0
../trained_models/dqn_100d_10u-4.zip,best action sequence,"[array(5), array(1), array(1)]",2901.0
../trained_models/dqn_1000000d_10u-3.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0), array(0)]",-30055
../trained_models/dqn_1000000d_10u-3.zip,best action sequence,"[array(1), array(1), array(4)]",3000
