%Flight Orig Dest DepTime ArrTime PrevFlight
5 CPH FRA 10:45 11:53 0
6 MAD ZRH 13:27 15:28 0
7 CDG LHR 18:15 22:17 0
8 MAD CDG 00:21+1 02:24+1 0
9 VIE FRA 11:00 13:48 0
10 BCN IST 16:33 20:32 0
11 MAD CPH 22:39 02:13+1 0
12 FRA BRU 09:00 10:10 0
13 LHR ZRH 13:09 16:33 0
14 ORY DUB 17:30 22:04 0
15 CPH CDG 23:17 01:37+1 0
17 TXL IST 09:30 13:47 0
18 BRU MAD 14:40 16:13 0
19 IST TXL 16:43 21:36 0
20 MUC IST 22:20 00:56+1 0
21 DUB LHR 11:15 14:11 0
22 MUC ORY 15:22 17:42 0
23 ORY FRA 19:04 23:10 0
24 AMS DUB 00:00+1 02:09+1 0
25 IST CDG 07:30 10:48 0
26 BCN ZRH 11:23 13:28 0
27 MAD AMS 16:14 19:55 0
#
