%Flight DepDate Aircraft
1 19/09/24 B737#1
2 19/09/24 B737#1
3 19/09/24 B737#1
4 19/09/24 B737#1
6 19/09/24 B737#2
7 19/09/24 B737#2
8 19/09/24 B737#2
9 19/09/24 B737#3
10 19/09/24 B737#3
11 19/09/24 B737#3
12 19/09/24 B737#3
13 19/09/24 A320#1
14 19/09/24 A320#1
15 19/09/24 A320#1
16 19/09/24 B737#4
17 19/09/24 B737#4
18 19/09/24 B737#4
19 19/09/24 B737#4
20 19/09/24 A320#2
21 19/09/24 A320#2
22 19/09/24 A320#2
23 19/09/24 A320#3
24 19/09/24 A320#3
25 19/09/24 A320#3
26 19/09/24 A320#3
27 19/09/24 B737#5
28 19/09/24 B737#5
29 19/09/24 B737#5
31 19/09/24 A320#4
32 19/09/24 A320#4
33 19/09/24 A320#4
34 19/09/24 A320#4
#
