%Flight Orig Dest DepTime ArrTime PrevFlight
1 AMS BRU 06:30 09:52 0
2 CPH BRU 11:24 14:25 0
3 TXL ZRH 15:42 20:26 0
4 VIE BRU 20:53 22:49 0
6 BRU IST 08:45 11:21 0
7 CPH DUB 14:02 18:49 0
8 IST ZRH 21:45 00:10+1 0
9 ZRH IST 07:00 10:09 0
10 LHR CDG 12:21 14:53 0
11 CDG IST 15:35 17:44 0
12 LHR MAD 17:49 20:56 0
13 CDG ORY 10:00 12:29 0
14 ORY BCN 15:13 18:52 0
15 ORY FRA 21:13 00:45+1 0
16 MAD FRA 10:15 11:48 0
17 CDG AMS 14:11 16:58 0
18 MAD FRA 19:53 22:07 0
19 MAD BRU 23:48 01:14+1 0
20 ORY DUB 12:00 16:01 0
21 CDG MUC 18:44 21:38 0
22 BCN FRA 22:04 00:16+1 0
23 MUC BRU 07:30 10:01 0
24 ORY ZRH 11:52 14:26 0
25 BCN MAD 14:45 17:38 0
26 BCN CDG 18:30 22:24 0
27 FRA BRU 10:30 14:10 0
28 AMS LHR 16:54 18:35 0
29 VIE AMS 18:44 22:23 0
#
