model_name,sequence_type,actions,reward
../trained_models/dqn_1000000d_10u-2.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0)]",-10020
../trained_models/dqn_1000000d_10u-2.zip,best action sequence,[array(5)],1000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,[array(4)],734.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,[array(5)],1000
../trained_models/dqn_100d_10u-2.zip,worst action sequence,[array(4)],734.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,[array(1)],1000
../trained_models/dqn_100d_10u-3.zip,worst action sequence,[array(4)],734.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,[array(1)],1000
../trained_models/dqn_100d_10u-4.zip,worst action sequence,"[array(0), array(4)]",729.0
../trained_models/dqn_100d_10u-4.zip,best action sequence,[array(1)],1000
../trained_models/dqn_1000000d_10u-3.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0)]",-10020
../trained_models/dqn_1000000d_10u-3.zip,best action sequence,[array(5)],1000
