model_name,sequence_type,actions,reward
../trained_models/dqn_1000000d_10u-2.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0)]",-20020
../trained_models/dqn_1000000d_10u-2.zip,best action sequence,"[array(4), array(5)]",2000
../trained_models/dqn_100d_10u-1.zip,worst action sequence,"[array(0), array(0), array(3), array(1)]",1433.0
../trained_models/dqn_100d_10u-1.zip,best action sequence,"[array(5), array(5)]",2000
../trained_models/dqn_100d_10u-2.zip,worst action sequence,"[array(3), array(1)]",1443.0
../trained_models/dqn_100d_10u-2.zip,best action sequence,"[array(5), array(0), array(4)]",1995
../trained_models/dqn_100d_10u-3.zip,worst action sequence,"[array(3), array(3)]",1338.0
../trained_models/dqn_100d_10u-3.zip,best action sequence,"[array(4), array(4)]",2000
../trained_models/dqn_100d_10u-4.zip,worst action sequence,"[array(3), array(3)]",1338.0
../trained_models/dqn_100d_10u-4.zip,best action sequence,"[array(5), array(5)]",2000
../trained_models/dqn_1000000d_10u-3.zip,worst action sequence,"[array(0), array(0), array(0), array(0), array(0)]",-20020
../trained_models/dqn_1000000d_10u-3.zip,best action sequence,"[array(4), array(5)]",2000
