%Flight Orig Dest DepTime ArrTime PrevFlight
1 DUB LHR 10:15 14:03 0
2 VIE CDG 14:12 15:33 0
3 MAD FRA 17:47 22:06 0
4 FRA VIE 09:15 11:33 0
5 FRA CPH 12:06 13:16 0
6 CPH ORY 15:14 17:19 0
7 CDG ORY 17:21 21:10 0
9 IST ZRH 11:15 13:32 0
10 VIE BRU 13:58 15:43 0
11 MUC CDG 17:32 20:27 0
15 ZRH IST 12:45 16:51 0
16 BRU BCN 17:28 18:49 0
17 CDG MUC 19:19 21:37 0
18 LHR TXL 09:15 11:51 0
19 AMS CDG 13:53 16:29 0
20 MUC ZRH 17:25 21:12 0
21 VIE FRA 21:18 23:13 0
22 FRA CPH 09:45 12:46 0
23 TXL ZRH 15:12 16:35 0
24 BRU BCN 19:24 23:11 0
25 CDG BCN 10:00 13:50 0
26 CDG BRU 14:39 18:34 0
27 LHR FRA 21:25 23:31 0
#
