%Flight Orig Dest DepTime ArrTime PrevFlight
1 ZRH TXL 07:15 09:00 0
2 LHR ORY 10:52 13:30 0
3 MUC IST 15:17 18:21 0
4 MUC TXL 18:51 22:29 0
5 DUB MUC 09:30 12:25 0
6 ORY BRU 14:51 19:23 0
7 CDG FRA 19:35 21:54 0
8 MAD IST 07:30 10:25 0
9 ZRH IST 13:19 16:09 0
10 VIE CPH 18:36 20:13 0
11 MUC TXL 22:13 03:01+1 0
12 FRA ORY 08:15 10:27 0
13 ORY ZRH 10:39 14:30 0
14 MUC AMS 15:13 17:54 0
15 FRA CDG 19:27 23:19 0
20 CDG CPH 09:15 12:30 0
21 AMS BRU 14:21 18:45 0
22 LHR MUC 19:25 21:40 0
23 BRU CDG 07:15 10:05 0
24 LHR MUC 12:29 17:12 0
25 BRU ZRH 17:37 22:24 0
26 ORY MAD 10:15 14:54 0
27 BCN TXL 15:50 17:50 0
28 TXL BRU 18:29 20:31 0
29 CPH ORY 22:10 02:21+1 0
#
