%Flight Orig Dest DepTime ArrTime PrevFlight
4 IST ORY 12:45 16:22 0
5 MAD VIE 17:34 21:25 0
6 BRU DUB 08:30 12:04 0
7 BRU ORY 14:01 17:43 0
8 ZRH CDG 18:59 20:26 0
10 AMS FRA 10:15 14:20 0
11 MUC ZRH 15:27 20:14 0
13 AMS BCN 11:15 13:17 0
14 ZRH TXL 14:13 18:16 0
15 ORY CDG 20:26 01:00+1 0
16 AMS CPH 07:00 09:26 0
17 CPH AMS 11:21 13:43 0
18 CDG VIE 16:19 19:00 0
19 IST CDG 19:36 22:03 0
20 DUB VIE 10:00 13:06 0
21 MAD FRA 13:16 15:11 0
22 BRU BCN 18:08 19:29 0
23 VIE CPH 20:49 23:19 0
24 DUB LHR 12:45 14:03 0
25 MUC ORY 14:25 15:28 0
26 ZRH VIE 16:54 21:27 0
27 MUC TXL 07:45 11:22 0
28 AMS BRU 12:32 17:18 0
29 FRA DUB 18:35 19:41 0
31 VIE CDG 09:45 11:22 0
32 IST AMS 11:33 13:16 0
33 CDG BCN 13:20 18:07 0
34 CPH BRU 20:45 23:04 0
#
